filename,notes,authors,licenses,urls
"hair/extensions/bangs/xlong_braidr/child/fg/light brown.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/light brown.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/dark brown.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/dark brown.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/dark brown.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/dark brown.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/black.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/black.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/black.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/black.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/raven.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/raven.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/raven.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/raven.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/dark gray.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/dark gray.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/dark gray.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/dark gray.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/gray.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/gray.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/gray.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/gray.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/white.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/white.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/white.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/white.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/red.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/red.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/red.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/red.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/orange.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/orange.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/orange.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/orange.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/gold.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/gold.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/gold.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/gold.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/green.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/green.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/green.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/green.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/blue.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/blue.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/blue.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/blue.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/navy.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/navy.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/navy.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/navy.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/violet.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/violet.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/violet.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/violet.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/purple.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/purple.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/purple.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/purple.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/pink.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/pink.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/pink.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/pink.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/fg/rose.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/adult/bg/rose.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/fg/rose.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_braidr/child/bg/rose.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-relm-hair-xlong-ponytail,https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/blonde.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/ash.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/sandy.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/platinum.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/strawberry.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/redhead.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/ginger.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/carrot.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/chestnut.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/light brown.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/dark brown.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/black.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/raven.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/dark gray.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/gray.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/white.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/red.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/orange.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/gold.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/green.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/blue.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/navy.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/violet.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/purple.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/pink.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyl/adult/rose.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/blonde.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/ash.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/sandy.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/platinum.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/strawberry.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/redhead.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/ginger.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/carrot.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/chestnut.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/light brown.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/dark brown.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/black.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/raven.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/dark gray.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/gray.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/white.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/red.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/orange.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/gold.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/green.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
"hair/extensions/bangs/xlong_curlyr/adult/blue.png","" ,"JaidynReiman" ,"OGA-BY 3.0+,CC-BY 3.0+,GPL 3.0" ,"https://opengameart.org/content/lpc-expanded-xlong-hair"
